,article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
15,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
16,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
17,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,3,checklist,U,0.5,0.5,U,U,U,0.25,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
18,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,3,checklist,U,0.5,0.5,U,U,U,0.25,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
19,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
20,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,1.0,0.0,U,U,U,0.5,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
21,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
22,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
23,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
24,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
25,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
26,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
27,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
28,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,7,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,2,6,U,How misleading is the argument?,U,U
29,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,8,0,0,0.0,0.0,0,0,0,0.0,0.5,0.5,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero,0
30,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,9,ordinal,U,0.8479969065549499,0.8479969065549499,U,U,U,0.42399845327747493,0.5,0.5,2,10,U,"How confident are you about your answers, on the whole?",U,U
31,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2439790b-4737-4221-9410-fae5ae72aa71,Beginner Reasoning Specialist Structured,10,ordinal,U,-inf,-inf,U,U,U,-inf,0.5,0.5,2,10,U,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,U,U
32,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,1,0.75,0.25,"[, 641, , 642, , 643, , 644, , 645, , 646, , 647, , 648, , 649, , 650, , 651, , 652, , 653, , 654, , 655, , 656, , 657, , 658, , 659, , 660, , 661, , 662, , 663, , 664, , 665, , 666, , 667, , 668, , 669, , 670, , 671, , 672, , 673, , 674, , 675, , 676, , 677, , 678, , 679, , 680, , 681, , 682, , 683, , 684, , 685, , 686, , 687, , 688, , 689, , 690, , 691, , 692, , 693, , 694, , 695, , 696, , 697, , 698, , 699, , 700, , 701, , 702, , 703, , 704, , 705, , 706, , 707, , 708, , 709, , 710, , 711, , 712, , 713, , 714, , 715, , 716, , 717, , 718, , 719, , 720, , 721, , 722, , 723, , 724, , 725, , 726, , 727, , 728, , 729, , 730, , 731, , 732, , 733, , 734, 2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 2200, 2201, 2202, 2203, 2204, 2205, 2206, 2207, 2208, 2209, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 2219, 2220, 2221, 2222, 2223, 2224, 2225, 2226, 2227, 2228, 2229, 2230, 2231, 2232, 2233, 2234, 2235, 2236, 2237, 2238, 2239, 2240, 2241, 2242, 2243, 2244, 2245, 2246, 2247, 2248, 2249, 2250, 2251, 2252, 2253, 2254, 2255, 2256, 2257, 2258, 2259, 2260, 2261, 2262, 2263, 2264, 2265, 2266, 2267, 2268, 2269, 2270, 2271, 2272, 2273, 2274, 2275, 2276, 2277, 2278, 2279, 2280, 2281, 2282, 2283, 2284, 2285, 2286, 2287, 2288, 2289, 2290, 2291, 2292, 2293, 2294, 2295, 2296, 2297, 2298, 2299, 2300, 2301, 2302, 2303, 2304, 2305, 2306, 2307, 2308, 2309, 2310, 2311, 2312, 2313, 2314, 2315, 2316, 2317, 2318, 2319, 2320, 2321, 2322, 2323, 2324, 2325, 2326, 2327, 2328, 2329, 2330, 2331, 2332, 2333, 2334, 2335, 2336, 2337, 2338, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353, 2354, 2355, 2356, 2357, 2358, 2359, 2360, 2361, 2362, 2363, 2364, 2365, 2366, 2367, 2368, 2369, 2370, 2371, 2372, 2373, 2374, 2375, 2376, 2377, 2378, 2379, 2380, 2381, 2382, 2383, 2384]",1.0,1.0,0.875,0.5,0.5,4,5,A common belief is that opioid addiction often begins with a single prescription from a doctor//The patients who saw the heavy opioid prescribers were three times more likely to receive a prescription for opioids compared with the patients who saw the more judicious opioid prescribers at the same hospital,Does the passage contain... (check all that apply):,"Estimates of the likelihood/probability or frequency of an event (past, present, or future)",1
33,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,2,0.5,0.5,L,L,L,0.25,0.5,0.5,4,5,,Does the passage contain... (check all that apply):,An evaluative judgment (claims about something being good or bad),2
34,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,M,0.25,0.75,M,M,M,0.125,0.5,0.5,4,5,M,Does the passage contain... (check all that apply):,M,M
35,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,4,5,L,Does the passage contain... (check all that apply):,L,L
36,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,M,0.25,0.75,M,M,M,0.125,0.5,0.5,4,5,M,Does the passage contain... (check all that apply):,M,M
37,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,M,0.3333333333333333,0.6666666666666667,M,M,M,0.16666666666666666,0.5,0.5,3,6,M,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,M,M
38,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,L
39,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,L
40,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,L
41,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,L
42,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,6,0.6666666666666666,0.33333333333333337,[],,,0.6666666666666666,0.5,0.5,3,6,,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No misleading reasoning about probability or frequency,6
43,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
44,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
45,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
46,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
47,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
48,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
49,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,U,1.0,0.0,U,U,U,0.5,0.5,0.5,2,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
50,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,1.0,0.0,U,U,U,0.5,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
51,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
52,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
53,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
54,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
55,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
56,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
57,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
58,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
59,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,7,ordinal,U,0.7369655941662062,0.7369655941662062,U,U,U,0.3684827970831031,0.5,0.5,2,6,U,How misleading is the argument?,U,U
60,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,9,ordinal,8,0.9444869106665612,0.9444869106665612,[],,,0.9444869106665612,0.5,0.5,4,10,,"How confident are you about your answers, on the whole?",8,8
61,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,10,ordinal,L,-inf,-inf,L,L,L,-inf,0.5,0.5,4,10,L,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,L,L
62,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,1,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,5,U,Does the passage contain... (check all that apply):,U,U
63,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,1,checklist,U,1.0,0.0,U,U,U,0.5,0.5,0.5,1,5,U,Does the passage contain... (check all that apply):,U,U
64,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,1,checklist,U,1.0,0.0,U,U,U,0.5,0.5,0.5,1,5,U,Does the passage contain... (check all that apply):,U,U
65,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,1,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,5,U,Does the passage contain... (check all that apply):,U,U
66,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,1,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,5,U,Does the passage contain... (check all that apply):,U,U
67,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
68,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
69,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
70,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
71,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
72,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,3,checklist,U,1.0,0.0,U,U,U,0.5,0.5,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
73,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,3,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
74,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,6,checklist,U,1.0,0.0,U,U,U,0.5,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
75,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,686aba8e-a4ad-4276-864d-582ce9eb05fa,Beginner Reasoning Specialist Structured,6,checklist,U,0.0,1.0,U,U,U,0.0,0.5,0.5,1,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U,U
