article_num,article_sha256,quiz_task_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,3,a286b8a5-d5fd-4572-ad10-c1cd28dc3f87,checklist,6,1.0,0.0,L,L,L,0.5,3,7,N/A,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,Other appeals to biases
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,3,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.0,1.0,U,U,U,0.0,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.0,1.0,U,U,U,0.0,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.0,1.0,U,U,U,0.0,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.5,0.5,U,U,U,0.25,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.0,1.0,U,U,U,0.0,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,1.0,0.0,U,U,U,0.5,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.0,1.0,U,U,U,0.0,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.0,1.0,U,U,U,0.0,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,U,0.0,1.0,U,U,U,0.0,2,9,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,7,5fea38a2-0eda-4ab8-8e73-361c7daf7330,ordinal,1,0.964783986114766,0.964783986114766,[],NA,NA,0.964783986114766,5,5,NA,How misleading is the argument?,Extremely
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,8,XXX,0,0,0,0,0,0,0,0.0,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,9,89b4a8bc-9d88-421a-af33-e8a9c7cf8bab,ordinal,7,0.8081106063300281,0.8081106063300281,[],NA,NA,0.8081106063300281,12,10,NA,"How difficult was this task for you, on the whole?",7
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,0f3d4008-7993-469c-82ea-55bd3334bbf0,Reasoning Specialist V4,Reasoning Specialist V4,10,36d4a36a-d4dd-4c7a-bcdf-87ee544f1f59,ordinal,6,0.8665386257635854,0.8665386257635854,[],NA,NA,0.8665386257635854,12,10,NA,"How confident are you about your answers, on the whole?",6
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.25,0.75,L,L,L,0.125,12,5,L,Does the passage contain... (check all that apply):,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.08333333333333333,0.9166666666666666,L,L,L,0.041666666666666664,12,5,L,Does the passage contain... (check all that apply):,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,M,0.3333333333333333,0.6666666666666667,M,M,M,0.16666666666666666,12,5,M,Does the passage contain... (check all that apply):,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,M,0.3333333333333333,0.6666666666666667,M,M,M,0.16666666666666666,12,5,M,Does the passage contain... (check all that apply):,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.08333333333333333,0.9166666666666666,L,L,L,0.041666666666666664,12,5,L,Does the passage contain... (check all that apply):,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,2,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,2,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,2,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,2,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,2,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,2,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,U,0.0,1.0,U,U,U,0.0,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,U,0.0,1.0,U,U,U,0.0,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,U,0.0,1.0,U,U,U,0.0,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,U,0.0,1.0,U,U,U,0.0,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,U,0.0,1.0,U,U,U,0.0,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,U,0.0,1.0,U,U,U,0.0,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,U,1.0,0.0,U,U,U,0.5,1,7,U,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,U
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,M,0.5,0.5,M,M,M,0.25,4,9,M,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,M,0.5,0.5,M,M,M,0.25,4,9,M,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,L,0.25,0.75,L,L,L,0.125,4,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,6,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,7,6cb8f09c-0f0c-4479-b51f-ff8e74d4052e,ordinal,3,0.8407065076561383,0.8407065076561383,[],NA,NA,0.8407065076561383,7,5,NA,How misleading is the argument?,Somewhat
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,9,63cedf42-2d2a-4eb1-816c-72408a32643a,ordinal,5,0.7489561082648317,0.7489561082648317,[],NA,NA,0.7489561082648317,12,10,NA,"How difficult was this task for you, on the whole?",5: Middling difficulty
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,1693f591-e3e7-4697-ab0f-3b59d90e2b6e,Reasoning Specialist V4,Reasoning Specialist V4,10,03edd956-4afa-430b-8ced-5b3c4eb95857,ordinal,7,0.834863940435808,0.834863940435808,[],NA,NA,0.834863940435808,12,10,NA,"How confident are you about your answers, on the whole?",7
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.0,1.0,L,L,L,0.0,11,5,L,Does the passage contain... (check all that apply):,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,M,0.5454545454545454,0.4545454545454546,M,M,M,0.2727272727272727,11,5,M,Does the passage contain... (check all that apply):,M
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.0,1.0,L,L,L,0.0,11,5,L,Does the passage contain... (check all that apply):,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,M,0.36363636363636365,0.6363636363636364,M,M,M,0.18181818181818182,11,5,M,Does the passage contain... (check all that apply):,M
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.09090909090909091,0.9090909090909091,L,L,L,0.045454545454545456,11,5,L,Does the passage contain... (check all that apply):,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.16666666666666666,0.8333333333333334,L,L,L,0.08333333333333333,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,3,e90e723d-0508-42ab-83fa-0b7d584a81d0,checklist,7,0.8333333333333334,0.16666666666666663,[],NA,NA,0.8333333333333334,6,7,NA,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No appeals to biases
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,7,0,ordinal,U,1.0,1.0,U,U,U,0.5,1,5,U,How misleading is the argument?,U
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,8,XXX,0,0,0,0,0,0,0,0.0,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,9,63cedf42-2d2a-4eb1-816c-72408a32643a,ordinal,5,0.7448105708289064,0.7448105708289064,[],NA,NA,0.7448105708289064,11,10,NA,"How difficult was this task for you, on the whole?",5: Middling difficulty
1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29629fff-e61c-49ad-abe7-098bedc67da7,Reasoning Specialist V4,Reasoning Specialist V4,10,e8f80482-2940-4d2b-9ccd-d158f00cbe82,ordinal,5,0.7542502387933322,0.7542502387933322,[],NA,NA,0.7542502387933322,11,10,NA,"How confident are you about your answers, on the whole?",5: 50-50 that I had it on any given item
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.0,1.0,L,L,L,0.0,11,5,L,Does the passage contain... (check all that apply):,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,M,0.5454545454545454,0.4545454545454546,M,M,M,0.2727272727272727,11,5,M,Does the passage contain... (check all that apply):,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,M,0.45454545454545453,0.5454545454545454,M,M,M,0.22727272727272727,11,5,M,Does the passage contain... (check all that apply):,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,M,0.36363636363636365,0.6363636363636364,M,M,M,0.18181818181818182,11,5,M,Does the passage contain... (check all that apply):,M
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,1,0,checklist,L,0.09090909090909091,0.9090909090909091,L,L,L,0.045454545454545456,11,5,L,Does the passage contain... (check all that apply):,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,68a76ed1-a5f3-4077-aa76-8d82478dbb93,Reasoning Specialist V4,Reasoning Specialist V4,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
