,article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
11,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,6f6743bc-2057-4b4e-890a-06951ab1b49e,Beginner Reasoning Specialist Structured,1,checklist,5,1.0,0.0,[],,,1.0,0.5,0.5,1,5,,Does the passage contain... (check all that apply):,None of the above
12,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,6f6743bc-2057-4b4e-890a-06951ab1b49e,Beginner Reasoning Specialist Structured,9,ordinal,8,1.0,1.0,[],,,1.0,0.5,0.5,1,10,,"How confident are you about your answers, on the whole?",8
13,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,6f6743bc-2057-4b4e-890a-06951ab1b49e,Beginner Reasoning Specialist Structured,10,ordinal,L,-inf,-inf,L,L,L,-inf,0.5,0.5,1,10,L,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,L
14,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,1,checklist,1,1.0,0.0,"[230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240]",,,,0.5,0.5,1,5,We all know,Does the passage contain... (check all that apply):,"Estimates of the likelihood/probability or frequency of an event (past, present, or future)"
15,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
16,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
17,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
18,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
19,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
20,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
21,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
22,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
23,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,2,checklist,5,1.0,0.0,"[230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299]",,,,0.5,0.5,1,6,"We all know liberals and conservatives are different, broadly speaking",Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,Other misleading reasoning about probability or frequency
24,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
25,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,7,ordinal,5,1.0,1.0,[],,,1.0,0.5,0.5,1,6,,How misleading is the argument?,Very Slightly
26,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,8,0,0,0.0,0.0,0,0,0,0.0,0.5,0.5,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero
27,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,9,ordinal,8,1.0,1.0,[],,,1.0,0.5,0.5,1,10,,"How confident are you about your answers, on the whole?",8
28,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,81c739e6-d40d-4f4c-a4ab-154264efe2ed,Beginner Reasoning Specialist Structured,10,ordinal,L,-inf,-inf,L,L,L,-inf,0.5,0.5,1,10,L,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,L
29,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
30,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
31,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,1,checklist,3,1.0,0.0,"[2408, 2409, 2410, 2411, 2412, 2413, 2414, 2415, 2416, 2417, 2418, 2419, 2420, 2421, 2422, 2423, 2424, 2425, 2426, 2427, 2428, 2429, 2430, 2431, 2432, 2433, 2434, 2435, 2436, 2437, 2438, 2439, 2440, 2441, 2442, 2443, 2444, 2445, 2446, 2447, 2448, 2449, 2450, 2451, 2452, 2453, 2454, 2455, 2456, 2457, 2458, 2459, 2460, 2461, 2462, 2463, 2464, 2465, 2466, 2467, 2468, 2469, 2470, 2471, 2472, 2473, 2474, 2475, 2476, 2477, 2478, 2479, 2480, 2481, 2482, 2483, 2484, 2485, 2486, 2487, 2488, 2489, 2490, 2491, 2492, 2493, 2494, 2495, 2496, 2497, 2498, 2499, 2500, 2501, 2502]",,,,0.5,0.5,1,5,"Progressivism, the pursuit of progress, is, by definition, the pursuit of change, of new things",Does the passage contain... (check all that apply):,Confusion of the argument
32,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
33,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,5,L,Does the passage contain... (check all that apply):,L
34,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,1,1.0,0.0,"[2408, 2409, 2410, 2411, 2412, 2413, 2414, 2415, 2416, 2417, 2418, 2419, 2420, 2421, 2422, 2423, 2424, 2425, 2426, 2427, 2428, 2429, 2430, 2431, 2432, 2433, 2434, 2435, 2436, 2437, 2438, 2439, 2440, 2441, 2442, 2443, 2444, 2445, 2446, 2447, 2448, 2449, 2450, 2451, 2452, 2453, 2454, 2455, 2456, 2457, 2458, 2459, 2460, 2461, 2462, 2463, 2464, 2465, 2466, 2467, 2468, 2469, 2470, 2471, 2472, 2473, 2474, 2475, 2476, 2477, 2478, 2479, 2480, 2481, 2482, 2483, 2484, 2485, 2486, 2487, 2488, 2489, 2490, 2491, 2492, 2493, 2494, 2495, 2496, 2497, 2498, 2499, 2500, 2501, 2502]",,,,0.5,0.5,1,9,"Progressivism, the pursuit of progress, is, by definition, the pursuit of change, of new things",Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,"Begging the Question (drawing a conclusion that is just a restatement of their question, without further evidence or argument)"
35,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
36,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
37,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
38,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
39,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
40,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
41,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
42,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,1,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
43,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,7,ordinal,4,1.0,1.0,[],,,1.0,0.5,0.5,1,6,,How misleading is the argument?,Slightly
44,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,9,ordinal,8,1.0,1.0,[],,,1.0,0.5,0.5,1,10,,"How confident are you about your answers, on the whole?",8
45,100005,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,a1ca7581-757d-4466-a57f-7373abd91c78,Beginner Reasoning Specialist Structured,10,ordinal,L,-inf,-inf,L,L,L,-inf,0.5,0.5,1,10,L,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,L
