article_num,article_sha256,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chancenum_users,num_answer_choices,target_text,question_text,answer_content
1733,3b1f433b,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,2,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1733,3b1f433b,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,2,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1733,3b1f433b,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,2,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1733,3b1f433b,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,2,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1733,3b1f433b,6,checklist,U,1.0,0.0,U,U,U,0.5,0.2575,0.2575,2,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,5,ordinal,U,1.0,1.0,U,U,U,0.5,0.333,0.5055,1,3,U,Is any of the bolded text used to support some kind of causal claim (i.e. a claim that one thing causes another)?,U
1737,c35844f6,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,1,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,6,checklist,U,1.0,0.0,U,U,U,0.5,0.4991,0.4991,1,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,6,checklist,U,1.0,0.0,U,U,U,0.5,0.5069,0.5069,1,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,6,checklist,U,1.0,0.0,U,U,U,0.5,0.4975,0.4975,1,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,1,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,1,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,6,checklist,U,0.0,1.0,U,U,U,0.0,1,1,1,7,U,What kind of evidence is given for the causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),U
1737,c35844f6,12,nominal,U,1.0,1.0,U,U,U,0.5,1.0,0.4968,1,1,U,What is the best alternative explanation you can think of for the same set of evidence?,U
