schema_namespace,schema_sha256,topic_uuid,topic_name,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,nohighlight,optionalhighlight,answer_options
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,603b0816-a43c-4ebd-baee-baadff99ceaf,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,{},13,9d036e02-2307-49d9-bd53-810c08bd41b2,T1.Q1.A11,Colorful but not misleading in any way,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,603b0816-a43c-4ebd-baee-baadff99ceaf,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,{},13,ac94fe03-fb3d-4a22-8340-b2713e363181,T1.Q1.A12,Other problem with language,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,603b0816-a43c-4ebd-baee-baadff99ceaf,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,{},13,9f3832c5-4e6a-4bd8-87b8-98f5aa5970e6,T1.Q1.A13,Nothing wrong with language,,0,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": true}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,ec981257-45f2-44d8-88fc-f0d6df0ad486,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,NONE,,{},5,f20a2848-1324-4d0f-a2dd-5233ce41fbff,T1.Q2.A1,EXTREMELY excessive/inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,ec981257-45f2-44d8-88fc-f0d6df0ad486,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,NONE,,{},5,5a8cee7d-5bc8-4c03-ac39-4ff139d9e51a,T1.Q2.A2,CONSIDERABLY excessive/inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,ec981257-45f2-44d8-88fc-f0d6df0ad486,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,NONE,,{},5,c116cce4-92f0-4283-b004-bf1882d82a30,T1.Q2.A3,SOMEWHAT excessive/inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,ec981257-45f2-44d8-88fc-f0d6df0ad486,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,NONE,,{},5,cf4bb073-ec19-4348-99a5-5d5220243a23,T1.Q2.A4,MILDLY excessive/inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,ec981257-45f2-44d8-88fc-f0d6df0ad486,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,NONE,,{},5,c6857dbe-c15a-4003-9e3a-d3eca5584aed,T1.Q2.A5,NOT AT ALL excessive/inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,995bdb76-99b7-4f42-baf9-9fcceb974c91,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,NONE,,{},5,2305473e-221c-46d2-a33c-776f0dd54bd6,T1.Q3.A1,Enormous misrepresentation,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,995bdb76-99b7-4f42-baf9-9fcceb974c91,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,NONE,,{},5,13fa6f5b-3649-4420-946f-fd2a6521a832,T1.Q3.A2,Considerable misrepresentation,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,995bdb76-99b7-4f42-baf9-9fcceb974c91,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,NONE,,{},5,5de8e2fc-9ab7-4640-9f41-32fc0e494333,T1.Q3.A3,Some misrepresentation,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,995bdb76-99b7-4f42-baf9-9fcceb974c91,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,NONE,,{},5,f4ea6412-3075-49aa-ae74-28a124aec92b,T1.Q3.A4,Minor misrepresentation,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,995bdb76-99b7-4f42-baf9-9fcceb974c91,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,NONE,,{},5,4a0240a2-13f2-492b-b6c1-3e39a3bf5b91,T1.Q3.A5,The exaggeration could not possibly mislead anyone,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,04a7cda8-8143-43f1-b374-7b69608e0d3b,T1.Q4,How badly inappropriate is the emotional tone?,RADIO,NONE,,{},6,7638ad0c-220c-4dd3-8128-83eecff4e6fc,T1.Q4.A1,Very inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,04a7cda8-8143-43f1-b374-7b69608e0d3b,T1.Q4,How badly inappropriate is the emotional tone?,RADIO,NONE,,{},6,e347b77c-b11b-49a2-8c4f-e11ae7f77682,T1.Q4.A2,Somewhat inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,04a7cda8-8143-43f1-b374-7b69608e0d3b,T1.Q4,How badly inappropriate is the emotional tone?,RADIO,NONE,,{},6,07f26eed-f030-47fc-92bd-a8e0b650847a,T1.Q4.A3,Moderately inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,04a7cda8-8143-43f1-b374-7b69608e0d3b,T1.Q4,How badly inappropriate is the emotional tone?,RADIO,NONE,,{},6,57d30068-8bca-4245-9568-29534e7ee88c,T1.Q4.A4,Mildly inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,04a7cda8-8143-43f1-b374-7b69608e0d3b,T1.Q4,How badly inappropriate is the emotional tone?,RADIO,NONE,,{},6,b038ca62-7ffe-4d8c-9f52-349872d0fa2a,T1.Q4.A5,Very mildly inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,04a7cda8-8143-43f1-b374-7b69608e0d3b,T1.Q4,How badly inappropriate is the emotional tone?,RADIO,NONE,,{},6,88e52726-cd7e-4652-ad31-ef48dd4145a7,T1.Q4.A6,Not inappropriate at all,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,4c1b2f69-c5f2-413c-82a6-c39505f9399a,T1.Q5.A1,Disgust,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,759a2951-3dc5-4f90-bfa4-1bcac94685cb,T1.Q5.A2,Contempt,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,7d161beb-0038-4119-8b2f-36a2e30808c8,T1.Q5.A3,"Outrage, indignation",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,99b079f6-1c12-4799-9eb5-838631b6ed37,T1.Q5.A4,"Fear, threat",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,01487c12-97fe-4753-adbf-82759f48a47d,T1.Q5.A5,"Vindictiveness, spite",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,de3c7672-5cb9-48da-a511-4e74346c0d41,T1.Q5.A6,Sadness,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,f711d1b5-083a-4878-bf38-a40dee24af5f,T1.Q5.A7,"Enthusiasm, joy",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1af39732-c5a1-4200-b0e8-8e226983697d,T1.Q5,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,NONE,,{},8,fa4e2f60-3ffc-4e8e-ba68-db7b18bdbd91,T1.Q5.A8,Other,T1.Q6,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,b7b6ff2b-2a1a-4f6d-a78d-86c9474c4315,T1.Q6,What other emotion does the passage express?,TEXT,NONE,,{},1,ed53eb0b-7602-418d-af38-e94ffd7c5bfc,T1.Q6.A1,placeholder answer for TEXT,,0,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": true}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,30fbde56-848d-487c-9a29-e025e1e35156,T1.Q7,How inappropriate is the slang?,RADIO,NONE,,{},5,e8fa83cc-77f3-4138-9908-49d43d9e9798,T1.Q7.A1,Very inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,30fbde56-848d-487c-9a29-e025e1e35156,T1.Q7,How inappropriate is the slang?,RADIO,NONE,,{},5,693ae8ea-426e-4928-907f-5f3aaceb179d,T1.Q7.A2,Somewhat inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,30fbde56-848d-487c-9a29-e025e1e35156,T1.Q7,How inappropriate is the slang?,RADIO,NONE,,{},5,c2c56c06-f98f-4a32-9674-2e8ecde72c60,T1.Q7.A3,Moderately inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,30fbde56-848d-487c-9a29-e025e1e35156,T1.Q7,How inappropriate is the slang?,RADIO,NONE,,{},5,d634d32b-6707-4ca4-b019-728ba5bebd21,T1.Q7.A4,Mildly inappropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,30fbde56-848d-487c-9a29-e025e1e35156,T1.Q7,How inappropriate is the slang?,RADIO,NONE,,{},5,4bda5f94-203a-442d-81c9-3028bb9d6252,T1.Q7.A5,Completely appropriate,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1f76db5e-6599-4f20-a562-ad53ef03a478,T1.Q8,Is the slang used to denigrate a group or perspective?,RADIO,NONE,,{},5,678abc3f-75f3-4016-96d8-8f0efe8130a0,T1.Q8.A1,Extremely and obviously,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1f76db5e-6599-4f20-a562-ad53ef03a478,T1.Q8,Is the slang used to denigrate a group or perspective?,RADIO,NONE,,{},5,290035e4-7be2-4ce1-889c-22821ba2c688,T1.Q8.A2,Considerably,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1f76db5e-6599-4f20-a562-ad53ef03a478,T1.Q8,Is the slang used to denigrate a group or perspective?,RADIO,NONE,,{},5,00aad7cc-c2ac-47f3-9c7c-af3f3a2a83dc,T1.Q8.A3,Somewhat,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1f76db5e-6599-4f20-a562-ad53ef03a478,T1.Q8,Is the slang used to denigrate a group or perspective?,RADIO,NONE,,{},5,cf84e083-8126-4ad2-9360-24513cc4bdb6,T1.Q8.A4,Slightly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,1f76db5e-6599-4f20-a562-ad53ef03a478,T1.Q8,Is the slang used to denigrate a group or perspective?,RADIO,NONE,,{},5,bcd51ae5-a287-4b16-8c64-50ea7687a9b5,T1.Q8.A5,Not at all,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,874fbe1e-309d-4c5b-a282-539d0316170d,T1.Q9,Do the errors in the writing make understanding the text more difficult?,RADIO,NONE,,{},5,e7dbeb20-26c9-46ca-8fb9-128df4c3103a,T1.Q9.A1,Extremely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,874fbe1e-309d-4c5b-a282-539d0316170d,T1.Q9,Do the errors in the writing make understanding the text more difficult?,RADIO,NONE,,{},5,c0adc1d0-9663-487c-b6ba-6645e3b9b1c6,T1.Q9.A2,Considerably,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Language_2018_10_09,23a2921293a83d64b71b9b16d1cabdc23f118dd3e4ab248228491abd5bdb8f92,6215a984-a8c8-438a-9bdf-3085e8b1084a,Language Specialist V3,874fbe1e-309d-4c5b-a282-539d0316170d,T1.Q9,Do the errors in the writing make understanding the text more difficult?,RADIO,NONE,,{},5,90725914-ce66-4c62-9422-e79cd0aa6d2d,T1.Q9.A3,Somewhat,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
