warticle_numwarticle_sha256wtask_uuidwschema_namespacewquestion_Numberwquestion_typew"agreed_Answer"wcoding_perc_agreementw"one_two_diff"whighlighted_indiceswalpha_unitizing_scorewalpha_unitizing_score_inclusivewagreement_scorewodds_by_chancewbinary_odds_by_chancewnum_usersw"num_answer_choices"wtarget_textwquestion_textw"answer_content"
21w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.3w0.7wLwLwLw0.15w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
22w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwMw0.5w0.5wMwMwMw0.25w0.5w0.5w10w13wMw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wM
23w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.2w0.8wLwLwLw0.1w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
24w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.2w0.8wLwLwLw0.1w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
25w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistw5w0.7w0.30000000000000004w[585 586 587 588 589 590 591 592 593 594 595 596 597]w0.5773350296140525w0.5773350296140525w0.6386675148070262w0.5w0.5w10w13wso shockinglyw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wShock or surprise
26w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistw6w0.8w0.2w[852 853 854 855 856 857]w0.6384683222333575w0.6384683222333575w0.7192341611166788w0.5w0.5w10w13whookedw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wSlang
27w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
28w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.2w0.8wLwLwLw0.1w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
29w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
30w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.3w0.7wLwLwLw0.15w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
31w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.1w0.9wLwLwLw0.05w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
32w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.1w0.9wLwLwLw0.05w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
33w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w10w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
34w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w2wordinalw4w1.0w1.0w[]www1.0w0.5w0.5w11w5ww"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is...."wMILDLY excessive/inappropriate
35w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w3wordinalw3w0.9365663949132056w0.9365663949132056w[]www0.9365663949132056w0.5w0.5w11w5ww"How much does the exaggeration misrepresent reality?"wSome misrepresentation
36w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w5wordinalw1w0.9004643264490856w0.9004643264490856w[]www0.9004643264490856w0.5w0.5w11w5ww"How strong is the emotional tone?"wVery strong
37w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w6wnominalwUw0.6666666666666666w0.3333333333333333wUwUwUw0.3333333333333333w0.5w0.5w2w8wUw"Which of the following emotions does the passage express? Check all that apply."wU
38w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w9wordinalw4w0.9124303396575149w0.9124303396575149w[]www0.9124303396575149w0.5w0.5w11w5ww"How appropriate is the slang?"wMildly inappropriate
39w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w10wordinalw4w0.9255551021954774w0.9255551021954774w[]www0.9255551021954774w0.5w0.5w11w4wwIs the slang used to denigrate a group or perspective?wNo
40w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w11wordinalw5w1.0w1.0w[]www1.0w0.5w0.5w11w5ww"Do the errors in the writing make understanding the text more difficult?"wNot at all
41w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w12wordinalw1w0.9661818527834276w0.9661818527834276w[]www0.9661818527834276w0.5w0.5w9w3wwDoes the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.wNope
42w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w13wordinalw2w0.9565229009958894w0.9565229009958894w[]www0.9565229009958894w0.5w0.5w11w5ww"How misleading or otherwise problematic is the colorful language?"w"Somewhat"
43w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwef335a02-a550-4d8b-9cbd-fb6622ad8c8fwLanguage Specialist V3w15wordinalw8w0.8336807859461723w0.8336807859461723w[]www0.8336807859461723w0.5w0.5w11w10ww"How confident are you about your answers, on the whole?"w8
44w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
45w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
46w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
47w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
48w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
49w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
50w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
51w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
52w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.125w0.875wLwLwLw0.0625w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
53w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
54w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
55w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w8w13wLw"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."wL
56w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w1wchecklistw13w0.875w0.125w[]www0.875w0.5w0.5w8w13ww"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each."w"Nothing wrong with language"
57w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w11wordinalw5w1.0w1.0w[]www1.0w0.5w0.5w9w5ww"Do the errors in the writing make understanding the text more difficult?"wNot at all
58w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w12wordinalw1w0.9223823573738732w0.9223823573738732w[]www0.9223823573738732w0.5w0.5w8w3wwDoes the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.wNope
59w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwf108dd02-4869-4485-96c6-6b7ab391c281wLanguage Specialist V3w15wordinalw7w0.8847491884309905w0.8847491884309905w[]www0.8847491884309905w0.5w0.5w9w10ww"How confident are you about your answers, on the whole?"w7
