15w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w9w5wLwDoes the passage contain... (check all that apply):wL
16w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw1wchecklistwMw0.5555555555555556w0.4444444444444444wMwMwMw0.2777777777777778w0.5w0.5w9w5wMwDoes the passage contain... (check all that apply):wM
17w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw1wchecklistwLw0.1111111111111111w0.8888888888888888wLwLwLw0.05555555555555555w0.5w0.5w9w5wLwDoes the passage contain... (check all that apply):wL
18w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w9w5wLwDoes the passage contain... (check all that apply):wL
19w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw1wchecklistwMw0.3333333333333333w0.6666666666666667wMwMwMw0.16666666666666666w0.5w0.5w9w5wMwDoes the passage contain... (check all that apply):wM
20w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw3wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w5w7wLw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wL
21w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw3wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w5w7wLw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wL
22w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw3wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w5w7wLw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wL
23w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw3wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w5w7wLw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wL
24w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw3wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w5w7wLw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wL
25w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw3wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w5w7wLw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wL
26w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw3wchecklistw7w1.0w0.0w[]www1.0w0.5w0.5w5w7ww"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wNo appeals to biases
27w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
28w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw1.0w0.0wUwUwUw0.5w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
29w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
30w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
31w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
32w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
33w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw1.0w0.0wUwUwUw0.5w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
34w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
35w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw7wordinalw2w1.0w1.0w[]www1.0w0.5w0.5w9w5ww"How misleading is the argument?"wVery
36w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw9wordinalw2w0.8755818357912191w0.8755818357912191w[]www0.8755818357912191w0.5w0.5w9w10ww"How difficult was this task for you, on the whole?"w2
37w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwa39092fb-d019-4d60-9622-511268e05798wBeginner Reasoning Specialist Structuredw10wordinalw5w0.8418432990788267w0.8418432990788267w[]www0.8418432990788267w0.5w0.5w9w10ww"How confident are you about your answers, on the whole?"w5: 50-50 that I had it on any given item
38w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw1wchecklistwLw0.16666666666666666w0.8333333333333334wLwLwLw0.08333333333333333w0.5w0.5w6w5wLwDoes the passage contain... (check all that apply):wL
39w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w6w5wLwDoes the passage contain... (check all that apply):wL
40w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw1wchecklistwLw0.16666666666666666w0.8333333333333334wLwLwLw0.08333333333333333w0.5w0.5w6w5wLwDoes the passage contain... (check all that apply):wL
41w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw1wchecklistwLw0.0w1.0wLwLwLw0.0w0.5w0.5w6w5wLwDoes the passage contain... (check all that apply):wL
42w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw1wchecklistwMw0.6666666666666666w0.33333333333333337wMwMwMw0.3333333333333333w0.5w0.5w6w5wMwDoes the passage contain... (check all that apply):wM
43w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw2wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w6wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
44w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw2wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w6wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
45w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw2wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w6wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
46w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw2wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w6wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
47w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw2wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w6wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
48w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw2wchecklistwUw1.0w0.0wUwUwUw0.5w0.5w0.5w1w6wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
49w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
50w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw1.0w0.0wUwUwUw0.5w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
51w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
52w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
53w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
54w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
55w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw0.0w1.0wUwUwUw0.0w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
56w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw6wchecklistwUw1.0w0.0wUwUwUw0.5w0.5w0.5w1w8wUw"Does the argument contain any of the following misleading forms of reasoning? Check all that apply."wU
57w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw7wordinalw2w1.0w1.0w[]www1.0w0.5w0.5w7w5ww"How misleading is the argument?"wVery
58w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw8wnominalwUw1.0w1.0wUwUwUw0.5w0.5w0.5w1w1wUw"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it."wU
59w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw9wordinalw1w0.8577541096026667w0.8577541096026667w[]www0.8577541096026667w0.5w0.5w7w10ww"How difficult was this task for you, on the whole?"w1: Easier than anything I've ever done in a classroom setting
60w1712w38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2cwd5b9fb64-bf74-405d-a59e-ae933d880963wBeginner Reasoning Specialist Structuredw10wordinalw7w0.8719417104767019w0.8719417104767019w[]www0.8719417104767019w0.5w0.5w7w10ww"How confident are you about your answers, on the whole?"w7
