schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",806b80f5-6a24-41cd-8c58-1f729d4db7bf,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,ce7dd8c8-bb22-4b03-ad52-ec8db244a7cf,T1.Q1.A11,Colorful but not misleading in any way,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",806b80f5-6a24-41cd-8c58-1f729d4db7bf,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,956d8df7-aaae-49b2-b908-283f441aa2fd,T1.Q1.A12,Other problem with language,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",806b80f5-6a24-41cd-8c58-1f729d4db7bf,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",13,f2a393ae-f059-46bc-bd39-c4eadd7bdfcc,T1.Q1.A13,Nothing wrong with language,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5b6db224-bcf2-4de4-b239-58297b18872f,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,98a6004a-1d47-436f-8ccb-de66bceb6827,T1.Q2.A1,EXTREMELY excessive/inappropriate,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5b6db224-bcf2-4de4-b239-58297b18872f,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,03dd24ed-c336-4e8a-88e2-87bbc5e43334,T1.Q2.A2,CONSIDERABLY excessive/inappropriate,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5b6db224-bcf2-4de4-b239-58297b18872f,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,0f5f1cea-3d24-482d-b7c2-b881a726023b,T1.Q2.A3,SOMEWHAT excessive/inappropriate,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5b6db224-bcf2-4de4-b239-58297b18872f,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,de0fd3bb-5b55-41b7-81a4-f0daad69ba69,T1.Q2.A4,MILDLY excessive/inappropriate,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5b6db224-bcf2-4de4-b239-58297b18872f,T1.Q2,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,19849a7b-506f-44ff-bec2-66a59a497fd1,T1.Q2.A5,NOT AT ALL excessive/inappropriate,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",83cc6e4c-ff8c-4b65-a45e-09770e3c57f6,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,a7e91558-10b6-46be-9d95-5959c20163b6,T1.Q3.A1,Enormous misrepresentation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",83cc6e4c-ff8c-4b65-a45e-09770e3c57f6,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,974a3ced-959f-439f-ab88-abe65741870c,T1.Q3.A2,Considerable misrepresentation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",83cc6e4c-ff8c-4b65-a45e-09770e3c57f6,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,8f0eadd5-9198-4193-a740-d4e672ce67c9,T1.Q3.A3,Some misrepresentation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",83cc6e4c-ff8c-4b65-a45e-09770e3c57f6,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,2ac45711-cc21-4fa3-a352-8c7a8154faea,T1.Q3.A4,Minor misrepresentation,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",83cc6e4c-ff8c-4b65-a45e-09770e3c57f6,T1.Q3,How much does the exaggeration misrepresent reality?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,a7ea0311-1ed7-4423-8f07-9f34368ee48b,T1.Q3.A5,The exaggeration could not possibly mislead anyone,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7139d542-1924-4295-b895-d166fbaa195c,T1.Q5,How strong is the emotional tone?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,42425987-6576-4668-b03a-f521b7adfd34,T1.Q5.A1,Very strong,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7139d542-1924-4295-b895-d166fbaa195c,T1.Q5,How strong is the emotional tone?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,63529c39-b740-4922-a242-5329dd99c618,T1.Q5.A2,Somewhat strong,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7139d542-1924-4295-b895-d166fbaa195c,T1.Q5,How strong is the emotional tone?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,a9c667f1-1787-4fe4-bbfb-942bccf907cd,T1.Q5.A3,Moderate,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7139d542-1924-4295-b895-d166fbaa195c,T1.Q5,How strong is the emotional tone?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,ff6c158c-4ef1-40bc-8a19-d51a12b15fc2,T1.Q5.A4,Mild,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",7139d542-1924-4295-b895-d166fbaa195c,T1.Q5,How strong is the emotional tone?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,f11e8b16-b361-48ba-ae81-f9040979b2db,T1.Q5.A5,Very mild,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,fa353c41-dfb7-48da-9631-f7be33cbad5a,T1.Q6.A1,Disgust,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,ac6db3b4-0ed4-471a-9319-6d86b449441d,T1.Q6.A2,Contempt,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,e4c41648-088c-4de1-ae3f-b9455321b7a1,T1.Q6.A3,"Outrage, indignation",,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,a5c13dab-255b-4bf3-b684-e4d36b1f6332,T1.Q6.A4,"Fear, threat",,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,8368bdec-5ed0-421f-b46e-a8dc331c57d2,T1.Q6.A5,"Vindictiveness, spite",,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,3f07081c-e1a5-4b2f-b661-1bfdd859f837,T1.Q6.A6,Sadness,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,7e762a60-3964-4e21-b5dd-6e116f58b8b1,T1.Q6.A7,"Enthusiasm, joy",,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4b0903fa-9fba-48b0-9bfb-903f703c9ec1,T1.Q6,Which of the following emotions does the passage express? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",8,c4c37ce9-e24d-44ee-b712-80c097174f76,T1.Q6.A8,Other,T1.Q7,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",882ed5d3-79e7-42bd-bccb-0274ba30663e,T1.Q7,What other emotion does the passage express?,TEXT,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,c3c2eaf1-4d18-4a77-9c89-36d0d11fce9e,T1.Q7.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,3228ec44-d42a-408b-ab67-4c58eeb2b5cc,Language Specialist V4,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8b12a1cb-0fd6-4b59-848e-68c70f8c24d1,T1.Q9,How appropriate is the slang?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,654cdd74-886d-4921-ba11-9e1e64a34391,T1.Q9.A1,Very inappropriate,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
